FID,X,Y,Mean_H,Std_H,Mean_Mean_Slope,Std_Mean_Slope,Max_Max_Slope,Mean_Slope_Std,Mean_Curvature,Upper_Mean_Slope,Lower_Mean_Slope,Inflection_Count,Max_Curvature,Std_Curvature,Mean_Slope_deg_x_C,C_over_Gamma_Mean_H,tan_Phi_over_tan_Mean_Slope,Mean_Slope_x_Gamma,Phi_over_Mean_Slope,Mean_Max_Slope_x_C,Gamma_Mean_H_sin_Mean_Slope,C_over_Mean_Profile_L_Gamma,tan_Phi_over_Mean_Slope_Std,Upper_Slope_x_C,Phi_over_Gamma_over_Mean_H,Curvature_x_C_over_Gamma,Min_FoS
2724,1712114.878,3925483.755,177.6667,59.9185,13.969,1.5851,36.2031,8.1786,0.0075,11.035,15.0103,19,0.0156,0.007,628.6042,0.0113,1.8746,314.3021,1.7897,1629.1376,964.9829,0.002,0.057,496.573,0.0063,0.015,
2725,1716092.5,3925490.25,125,33.4365,10.6456,1.6639,35.0071,6.9714,-0.0066,13.1797,9.0445,19,0.0039,0.0074,479.0524,0.016,2.4808,239.5262,2.3484,1575.318,519.5636,0.0021,0.0669,593.0864,0.0089,-0.0132,
2726,1728728.25,3925468.752,137,25.1396,13.7935,1.5765,40.6174,9.97,0.0043,11.0853,14.5926,21.6667,0.0165,0.0103,620.7058,0.0146,1.8994,310.3529,1.8125,1827.7842,734.9378,0.0016,0.0468,498.8368,0.0081,0.0087,
2727,1714163.999,3925566.249,180.6667,50.2151,14.7086,0.2379,46.9815,10.2304,0.0026,12.2502,15.6455,29.6667,0.01,0.0053,661.8891,0.0111,1.7764,330.9446,1.6997,2114.1657,1032.1195,0.0012,0.0456,551.2569,0.0062,0.0052,
2728,1736395.549,3925478.474,147,48.6895,16.3324,1.6301,58.5758,13.0326,0.0234,16.8752,17.9962,16,0.0354,0.0098,734.9581,0.0136,1.5913,367.4791,1.5307,2635.9122,930.1003,0.0023,0.0358,759.3842,0.0076,0.0468,
2729,1698083,3927820.251,317,26.1661,10.7383,0.5147,42.7373,8.6195,0.0015,9.7224,11.3385,180,0.0041,0.0019,483.2242,0.0063,2.4588,241.6121,2.3281,1923.1781,1328.9536,0.0002,0.0541,437.5098,0.0035,0.003,
2730,1708059.75,3925243.75,11,4.2426,2.4019,0.6576,13.9118,2.6924,0.0122,1.6613,3.4402,11,0.0218,0.0074,108.0863,0.1818,11.1169,54.0432,10.4083,626.0304,10.3725,0.0039,0.1732,74.7588,0.101,0.0243,
2731,1712375.251,3925486.998,136,39.598,10.9781,1.3524,36.2413,8.8552,0.0071,7.5636,10.2789,24.3333,0.0244,0.0132,494.0141,0.0147,2.4039,247.0071,2.2773,1630.8601,582.7269,0.0017,0.0527,340.3614,0.0082,0.0142,
2732,1713790.248,3925338.752,153.6667,46.4495,13.3493,1.8202,50.762,9.774,0.0016,12.4724,16.1384,28.3333,0.0074,0.0052,600.7174,0.013,1.9651,300.3587,1.8728,2284.289,798.2904,0.0015,0.0477,561.2591,0.0072,0.0033,
2733,1734336.25,3925261.25,143.3333,33.4099,17.5415,3.8566,37.9805,9.642,0.0295,11.182,17.7644,10.3333,0.0693,0.0325,789.366,0.014,1.4752,394.683,1.4252,1709.1226,972.0019,0.0035,0.0484,503.1913,0.0078,0.059,
2734,1708036.251,3926052.751,240.3333,47.7517,8.5358,1.308,30.2549,6.8182,-0.0055,10.0452,4.7213,46.3333,-0.0024,0.0028,384.1107,0.0083,3.1069,192.0553,2.9288,1361.4718,802.6202,0.0009,0.0684,452.0335,0.0046,-0.0109,
2735,1710096.376,3925406.25,100.6667,28.241,11.0229,1.6431,33.7052,7.1288,0.0117,10.9634,9.5623,18.6667,0.0244,0.01,496.0299,0.0199,2.3938,248.0149,2.268,1516.7335,433.0705,0.002,0.0654,493.354,0.011,0.0235,
2736,1728069.628,3925187.994,74,28.2961,12.0587,2.4861,28.4507,8.7007,-0.0134,9.9213,8.0072,7.6667,0.0421,0.0393,542.6431,0.027,2.1828,271.3216,2.0732,1280.2818,347.8423,0.0046,0.0536,446.4575,0.015,-0.0269,
2737,1729355.127,3925497.998,99.3333,4.0277,13.4495,1.9877,37.2409,8.2809,-0.0001,12.2182,13.442,22.6667,0.0012,0.0012,605.2291,0.0201,1.9499,302.6145,1.8588,1675.84,519.8361,0.0017,0.0563,549.8212,0.0112,-0.0002,
2738,1681075.207,3925276.957,86,21.3542,14.1097,2.0594,36.5568,8.8085,0.0069,14.9034,15.0218,9,0.0137,0.0096,634.9364,0.0233,1.8551,317.4682,1.7718,1645.0553,471.7127,0.0043,0.0529,670.6521,0.0129,0.0137,
2739,1690833.5,3925498.998,161.3333,21.7,11.808,0.7404,31.6639,7.3833,-0.0001,11.9221,11.9948,24.6667,0.0028,0.0029,531.3599,0.0124,2.2305,265.68,2.1172,1424.8762,742.8167,0.0015,0.0632,536.4943,0.0069,-0.0002,
2740,1695105.502,3925135.989,151.3333,43.7137,15.9198,1.0447,45.819,11.193,0.0006,15.9968,14.576,25.6667,0.0051,0.0032,716.3923,0.0132,1.6348,358.1962,1.5704,2061.8547,933.9644,0.0018,0.0417,719.857,0.0073,0.0012,
2741,1706075,3925376.25,13.6667,4.6428,1.6356,0.2223,5.6024,1.3299,0,1.9575,1.6414,30.3333,0.0015,0.0012,73.6037,0.1463,16.3302,36.8018,15.2846,252.1094,8.7771,0.0016,0.3506,88.088,0.0813,0,
2742,1708859.503,3925363.25,144.3333,15.195,10.7986,1.076,28.5162,8.094,-0.0115,11.6679,5.7357,20.3333,-0.0039,0.007,485.9376,0.0139,2.4448,242.9688,2.3151,1283.2292,608.4436,0.0021,0.0576,525.0563,0.0077,-0.0229,
2743,1716772.499,3925303.757,153,42.0555,10.1032,1.2954,24.3157,6.1148,0.0009,9.4831,10.2985,31.6667,0.0041,0.0023,454.6444,0.0131,2.617,227.3222,2.4745,1094.2057,603.8898,0.0015,0.0763,426.7385,0.0073,0.0019,
2744,1723830.879,3925451.002,119.3333,19.3276,9.1914,0.3909,33.0394,8.1562,-0.002,9.1611,7.8016,23.3333,0.0114,0.0127,413.6121,0.0168,2.8818,206.8061,2.7199,1486.7733,428.8823,0.0019,0.0572,412.2489,0.0093,-0.004,
2745,1729135.871,3925313,90.3333,1.2472,12.652,0.6494,33.7489,8.3001,-0.0012,11.4807,12.796,19.6667,0.0016,0.0029,569.3382,0.0221,2.0773,284.6691,1.976,1518.7018,445.1748,0.002,0.0562,516.6308,0.0123,-0.0024,
2746,1681256.373,3925082.254,103.3333,39.5502,10.6202,1.3729,26.337,6.2356,0.0107,11.3572,10.302,10.3333,0.0285,0.0226,477.9071,0.0194,2.4869,238.9535,2.354,1185.1648,428.4908,0.0031,0.0748,511.0734,0.0108,0.0213,
2747,1683392.376,3925892.753,236.6667,18.8739,12.9365,0.2084,35.686,7.7833,-0.0008,13.8023,12.4847,48,0.0023,0.0026,582.1415,0.0085,2.0301,291.0708,1.9325,1605.8681,1192.1113,0.0009,0.0599,621.1015,0.0047,-0.0017,
2748,1684243.25,3925769.257,234.6667,37.7035,12.8413,0.6795,38.1013,7.8202,0.0014,11.8977,12.1526,40.3333,0.0059,0.0032,577.8605,0.0085,2.0456,288.9302,1.9468,1714.5573,1173.491,0.0011,0.0596,535.3977,0.0047,0.0028,
2749,1690097.128,3925356.003,89,17.6635,10.1139,1.5756,27.9469,6.2505,0.0022,10.787,7.9615,15.6667,0.0107,0.0068,455.1234,0.0225,2.6142,227.5617,2.4719,1257.6091,351.6486,0.0023,0.0746,485.4133,0.0125,0.0043,
2750,1712890.998,3925278.497,105.3333,30.3791,10.3981,1.6363,28.3276,7.374,0.0066,13.9424,6.0471,15,0.0195,0.0099,467.9136,0.019,2.5412,233.9568,2.4043,1274.7427,427.7523,0.0026,0.0632,627.4086,0.0105,0.0133,2.0949
2751,1733325.501,3925505.496,212,15.6418,16.1205,0.3987,41.1355,10.622,0.0081,14.0421,16.5196,29.6667,0.0105,0.0026,725.4236,0.0094,1.6134,362.7118,1.5508,1851.0979,1324.4325,0.0015,0.0439,631.8923,0.0052,0.0161,
2752,1682439.375,3925464.996,129.3333,24.9978,10.4348,0.7302,33.1025,6.0909,0.0015,8.3542,11.2102,28.6667,0.0056,0.003,469.5665,0.0155,2.532,234.7832,2.3958,1489.6129,527.0496,0.0016,0.0766,375.9372,0.0086,0.003,
2753,1689591.625,3925402.005,95.3333,9.1043,10.4292,1.2934,34.2367,6.4198,-0.0044,9.7928,9.4413,20.3333,0.0016,0.0047,469.3146,0.021,2.5334,234.6573,2.3971,1540.6524,388.2892,0.0019,0.0726,440.6747,0.0117,-0.0088,
2754,1700237.75,3925225.757,16.6667,11.1156,2.0872,0.7575,15.9075,1.9796,-0.0008,2.4012,1.59,15.3333,0.0025,0.0047,93.9219,0.12,12.7952,46.961,11.978,715.8385,13.6574,0.0026,0.2356,108.0551,0.0667,-0.0017,
2755,1701254.622,3925107.5,8,2.1602,1.627,0.1406,5.1111,1.5982,0,1.5872,1.1368,9.3333,0.0036,0.0029,73.2171,0.25,16.4164,36.6085,15.3653,229.9993,5.1108,0.004,0.2918,71.4238,0.1389,0,
2756,1702937.75,3925161.25,14.6667,3.0912,1.8675,0.3993,8.7121,1.6768,-0.0081,2.2545,1.757,13.3333,-0.0027,0.0044,84.0365,0.1364,14.3016,42.0182,13.387,392.0452,10.754,0.0029,0.2781,101.454,0.0758,-0.0162,
2757,1733784.626,3925192.003,186.3333,50.6776,18.4105,1.3129,48.3583,11.3443,0.0212,14.1804,22.7371,20,0.0358,0.0151,828.4731,0.0107,1.4009,414.2365,1.3579,2176.1252,1324.0885,0.0021,0.0411,638.1171,0.006,0.0424,
2758,1735552.625,3925435.504,215.3333,20.1715,19.8668,2.224,52.6325,12.2379,-0.0084,20.5939,16.803,26.6667,0.0083,0.0131,894.0082,0.0093,1.2905,447.0041,1.2584,2368.4638,1646.5028,0.0016,0.0381,926.7275,0.0052,-0.0169,
2759,1736023.003,3925230.234,147.6667,33.9248,24.0258,4.2298,52.8032,12.3982,0.0076,21.1752,26.2615,6.6667,0.0511,0.039,1081.1622,0.0135,1.0461,540.5811,1.0405,2376.1439,1352.7505,0.0043,0.0376,952.8856,0.0075,0.0152,
2760,1737613.275,3925141.857,89.3333,10.6562,15.1947,1.6139,46.2408,9.4951,0.0401,8.6458,21.4718,4.6667,0.0544,0.0192,683.7634,0.0224,1.7169,341.8817,1.6453,2080.8357,526.8222,0.0056,0.0491,389.0608,0.0124,0.0801,
2761,1681747.747,3925263.75,140.3333,47.5137,9.4333,1.2624,28.6939,6.7045,0.0018,8.6327,9.1505,28.3333,0.0098,0.0057,424.5001,0.0143,2.8066,212.2501,2.6502,1291.2264,517.5141,0.0015,0.0696,388.47,0.0079,0.0036,
2762,1692725.752,3925618.748,178,36.1202,11.1841,0.9947,34.1196,7.4313,0.0037,12.9955,10.1801,35,0.0121,0.0064,503.2836,0.0112,2.3585,251.6418,2.2353,1535.3835,776.8169,0.0013,0.0627,584.7987,0.0062,0.0074,
2763,1728285.75,3925031.754,90,26.2425,13.1189,1.6722,30.3081,8.5414,0.0131,9.7423,11.9799,10,0.0446,0.0227,590.3515,0.0222,2.0008,295.1758,1.9056,1363.8664,459.6203,0.0031,0.0546,438.4023,0.0123,0.0261,
2764,1730630.249,3925689.499,155.3333,25.3815,14.4319,1.3657,36.8983,8.8235,-0.001,14.3891,15.608,38.6667,0.006,0.0074,649.4356,0.0129,1.812,324.7178,1.7323,1660.4238,871.0559,0.0011,0.0528,647.5104,0.0072,-0.0019,
2765,1733800.75,3925000.495,127,24.1247,19.675,1.683,56.4366,11.679,-0.0233,18.6389,18.9104,13,0.0068,0.0303,885.3735,0.0157,1.3041,442.6867,1.2707,2539.645,962.0742,0.0037,0.0399,838.7522,0.0087,-0.0467,
2766,1735673,3925037.755,121.6667,30.5541,21.3203,2.2299,54.3402,12.7042,-0.0073,18.4242,22.9559,8,0.042,0.0354,959.4142,0.0164,1.1948,479.7071,1.1726,2445.3074,995.3045,0.004,0.0367,829.0888,0.0091,-0.0146,
2767,1737193.251,3925168.745,227.6667,22.4846,18.261,1.4647,48.9215,11.7615,-0.0045,15.9616,16.4677,20.3333,0.0014,0.0073,821.7428,0.0088,1.4132,410.8714,1.369,2201.4666,1605.1115,0.002,0.0396,718.2742,0.0049,-0.009,
2768,1681612.625,3924931.259,76.6667,20.8859,8.8117,1.8172,17.5218,4.5769,-0.0126,8.6307,9.6551,10,-0.0065,0.0082,396.5277,0.0261,3.0081,198.2638,2.8371,788.4796,264.2495,0.0037,0.1019,388.3813,0.0145,-0.0251,
2769,1683153.997,3925116.752,161.6667,50.6908,12.439,1.3822,38.9206,8.7169,0.0007,10.3012,13.2045,24,0.0074,0.0053,559.7537,0.0124,2.114,279.8769,2.0098,1751.429,783.516,0.0017,0.0535,463.5521,0.0069,0.0014,
2770,1688448.375,3925276.5,185.6667,72.2511,11.2386,1.493,38.1304,7.5327,-0.0046,12.0449,11.0172,32.3333,-0.0025,0.0029,505.7364,0.0108,2.3467,252.8682,2.2245,1715.8664,814.1736,0.0014,0.0619,542.0222,0.006,-0.0093,1.6179
2771,1691230.873,3925314.252,168.3333,23.1565,11.6075,0.9878,37.678,7.4504,-0.0013,12.3692,10.3089,28.6667,0.0015,0.002,522.3384,0.0119,2.2702,261.1692,2.1538,1695.5112,762.0695,0.0015,0.0626,556.6129,0.0066,-0.0026,2.0425
2772,1702632,3924972.242,5.6667,2.0548,1.8253,0.3622,6.3577,1.5907,0,1.4124,2.121,5.6667,0.0111,0.009,82.1372,0.3529,14.6326,41.0686,13.6966,286.0968,4.0611,0.0062,0.2931,63.5565,0.1961,0.0001,
2773,1726671.876,3925181.748,104.6667,14.3836,9.4475,1.7517,31.4664,5.7261,0.0005,8.0338,9.11,24,0.0032,0.002,425.1371,0.0191,2.8023,212.5686,2.6462,1415.9885,386.5583,0.0018,0.0814,361.5189,0.0106,0.0011,
2774,1684936.25,3925387,230.6667,32.3144,11.4799,0.8543,35.3529,8.2841,-0.0043,10.1808,12.4737,41.3333,-0.0004,0.0039,516.5977,0.0087,2.2961,258.2988,2.1777,1590.8796,1032.9396,0.0011,0.0563,458.1382,0.0048,-0.0086,
2775,1693493.624,3925383.75,178.3333,21.5613,13.061,0.5167,31.1933,7.998,-0.0004,12.5045,14.445,26.6667,0.0043,0.0048,587.7438,0.0112,2.01,293.8719,1.9141,1403.6995,906.7762,0.0016,0.0583,562.7043,0.0062,-0.0008,
2776,1694782.123,3925018.498,143,33.5361,14.1534,1.8899,39.0831,9.4468,-0.0105,12.5388,13.79,19,0.0148,0.0183,636.9019,0.014,1.8492,318.4509,1.7664,1758.7409,786.738,0.0018,0.0494,564.2474,0.0078,-0.021,
2777,1682663.627,3925134.503,135,39.8079,11.1913,1.5168,37.9883,6.986,0.0138,8.5041,12.5631,16,0.0308,0.0123,503.6094,0.0148,2.3569,251.8047,2.2339,1709.4754,589.5354,0.0023,0.0667,382.6826,0.0082,0.0276,
2778,1683818.375,3924923.75,58,20.6074,10.2295,2.6343,30.9967,4.728,0.0138,10.7654,9.7438,7.6667,0.0372,0.0166,460.3264,0.0345,2.584,230.1632,2.4439,1394.8494,231.7563,0.0046,0.0986,484.4452,0.0192,0.0276,
2779,1700835.378,3924965.5,4.6667,0.9428,1.5062,0.1664,3.4622,1.1014,0,1.0078,1.6129,8.6667,0.0001,0,67.7805,0.4286,17.7338,33.8903,16.5977,155.7972,2.76,0.0046,0.4234,45.35,0.2381,0,
2780,1703863.374,3925234,35.3333,15.5421,2.3838,0.5863,17.7943,2.3854,-0.0046,3.6872,1.5035,26.3333,0,0.0065,107.2711,0.0566,11.2014,53.6356,10.4874,800.7436,33.0666,0.0017,0.1955,165.9254,0.0314,-0.0091,
2781,1717409.626,3925108.997,131.3333,9.0308,10.4741,0.8459,31.4443,6.0275,-0.0075,13.5805,7.809,20,-0.0054,0.0027,471.3324,0.0152,2.5223,235.6662,2.3869,1414.9916,537.1901,0.0021,0.0774,611.123,0.0085,-0.015,
2782,1724517.125,3925049.007,107,43.1509,7.9954,0.8722,27.3388,4.6536,0.0035,9.0513,7.8782,23.6667,0.0052,0.0014,359.7923,0.0187,3.3199,179.8962,3.1268,1230.2458,334.8672,0.0019,0.1002,407.3065,0.0104,0.0069,
2783,1725253.251,3925095.995,106,24.5357,9.1688,1.1956,35.1628,6.2254,-0.0099,9.2807,9.3014,18.6667,-0.0059,0.0055,412.5942,0.0189,2.8891,206.2971,2.7267,1582.325,380.0329,0.0021,0.0749,417.6335,0.0105,-0.0198,
2784,1725957.249,3924977.994,89.3333,36.527,9.479,1.5045,42.2183,7.1451,-0.0031,12.0167,7.3612,15.3333,0.0019,0.0045,426.556,0.0224,2.7928,213.278,2.6374,1899.8248,331.0198,0.0024,0.0653,540.7511,0.0124,-0.0062,
2785,1729892.499,3925164.745,100,18.4029,12.132,1.3585,34.9053,8.0888,-0.0019,12.1994,11.6374,21.3333,0.0086,0.0094,545.9411,0.02,2.1692,272.9705,2.0607,1570.7403,472.8713,0.0018,0.0576,548.9742,0.0111,-0.0037,
2786,1699420.749,3925662.001,187,68.2544,7.6022,0.4376,29.0586,6.1551,-0.001,7.5333,6.6106,55.3333,0.0069,0.0069,342.1012,0.0107,3.4938,171.0506,3.2885,1307.6371,556.6324,0.0008,0.0758,338.9984,0.0059,-0.002,
2787,1705860.374,3925141.255,18,7.874,1.8752,0.453,10.7927,1.8232,-0.0044,2.5398,1.5439,23.3333,0,0.0039,84.3842,0.1111,14.2427,42.1921,13.3319,485.6698,13.2527,0.0021,0.2558,114.2916,0.0617,-0.0089,
2788,1712748.247,3924894.006,66.6667,15.2825,10.5201,0.2629,29.5538,8.3153,-0.0061,12.5801,6.3713,6.3333,0.0348,0.0342,473.4038,0.03,2.5111,236.7019,2.3764,1329.9189,273.8703,0.0043,0.0561,566.1036,0.0167,-0.0122,
2789,1713376.248,3925082.248,143.3333,44.8132,12.6711,0.6246,43.6637,10.2367,0.0069,11.125,9.5732,20.3333,0.0224,0.011,570.199,0.014,2.074,285.0995,1.973,1964.8687,707.4164,0.002,0.0456,500.6239,0.0078,0.0138,
2790,1721372.627,3925317.248,117.6667,38.8702,9.2277,0.9299,35.4149,6.9264,-0.0017,9.0561,7.6559,29,0.0043,0.0067,415.247,0.017,2.8703,207.6235,2.7092,1593.6714,424.5494,0.0015,0.0673,407.5264,0.0094,-0.0035,
2791,1722549.372,3925072.747,69.3333,14.0791,9.1911,0.8222,34.6984,7.0717,0.0017,7.4321,10.1346,16,0.0119,0.0073,413.6008,0.0288,2.8819,206.8004,2.72,1561.4259,249.1762,0.0022,0.0659,334.4444,0.016,0.0034,
2792,1731591.995,3925123.253,123,32.7516,15.7579,0.874,44.1883,10.7314,0.0154,16.2702,17.1094,15.6667,0.0317,0.0122,709.1062,0.0163,1.6525,354.5531,1.5865,1988.4745,751.5795,0.0024,0.0435,732.1569,0.009,0.0307,
2793,1732860.125,3925288.248,182.3333,42.9754,18.341,1.8997,41.6742,10.8441,0.0056,16.8916,18.0645,23,0.0085,0.0021,825.3457,0.011,1.4066,412.6729,1.3631,1875.339,1290.9421,0.0016,0.043,760.1206,0.0061,0.0112,
2794,1737116.625,3924844.744,75,15.5778,16.6054,5.0569,58.5341,10.0327,-0.0269,15.8023,17.2383,6.6667,0.0154,0.0374,747.2416,0.0267,1.5637,373.6208,1.5055,2634.0352,482.2506,0.0048,0.0465,711.1027,0.0148,-0.0539,
2795,1700588.998,3924949.008,7.6667,0.9428,1.9021,0.0438,5.3272,1.308,0.001,1.58,1.6936,13.6667,0.0031,0.0015,85.5963,0.2609,14.0408,42.7982,13.1431,239.7236,5.7257,0.0033,0.3565,71.1003,0.1449,0.0021,
2796,1707055.246,3924977.992,8,0.8165,1.5341,0.1717,3.5298,1.2958,-0.0018,1.2563,1.3394,15,0,0.0013,69.0323,0.25,17.4121,34.5161,16.2967,158.8409,4.8188,0.0029,0.3599,56.5357,0.1389,-0.0036,
2797,1709138,3925079.25,71,39.047,6.1188,2.2303,27.1751,6.4811,-0.007,10.9333,1.4758,16.6667,0,0.0053,275.3474,0.0282,4.3498,137.6737,4.0857,1222.878,170.2789,0.0022,0.0719,491.9992,0.0156,-0.0141,
2798,1718685.999,3925129.753,125.3333,25.5256,11.5561,1.842,40.7121,8.0335,-0.0025,10.5644,9.1111,18.6667,0.0037,0.0047,520.0254,0.016,2.2805,260.0127,2.1634,1832.0435,564.924,0.0021,0.058,475.3963,0.0089,-0.0051,
2799,1727772.001,3925191.248,131.6667,56.5705,11.1983,1.3192,36.7132,7.5292,-0.0076,15.6132,8.4026,23,0.0036,0.0081,503.9219,0.0152,2.3554,251.961,2.2325,1652.0956,575.3313,0.0019,0.0619,702.5939,0.0084,-0.0152,
2800,1728608.625,3924889.75,118.6667,28.0159,10.9286,0.3742,42.0855,8.892,0.0147,12.1557,11.616,17,0.0399,0.0185,491.7865,0.0169,2.415,245.8932,2.2876,1893.8482,506.193,0.0022,0.0524,547.0045,0.0094,0.0294,
2801,1692393.125,3925202.998,157.6667,28.8598,10.3978,1.0282,33.0991,6.6213,0.0078,7.6945,12.4273,33.6667,0.0097,0.0019,467.9022,0.0127,2.5413,233.9511,2.4043,1489.4591,640.2594,0.0014,0.0704,346.2547,0.007,0.0156,
2802,1705406.625,3925088.756,26.6667,15.9234,2.5485,0.815,21.1849,3.8199,-0.0001,4.5953,1.6572,20.6667,0.004,0.0033,114.6833,0.075,10.4766,57.3417,9.8096,953.3217,26.6792,0.0022,0.1221,206.7899,0.0417,-0.0001,
2803,1708524.625,3925058.745,86.6667,38.5775,5.5086,1.5917,33.5879,6.6899,-0.0198,11.9344,1.5335,22.3333,-0.0141,0.006,247.8869,0.0231,4.8352,123.9435,4.5384,1511.4566,187.1905,0.0019,0.0697,537.0477,0.0128,-0.0397,
2804,1717742.749,3925223.754,131.3333,53.1246,10.0664,0.9895,28.6342,6.168,0.0047,9.8988,8.3323,24.3333,0.0079,0.0025,452.9866,0.0152,2.6268,226.4933,2.4835,1288.5374,516.5009,0.0017,0.0756,445.4455,0.0085,0.0095,
2805,1718190.375,3925284,151.6667,36.8088,9.4576,1.9525,30.2557,6.606,0.0027,8.9984,8.6498,29.6667,0.0114,0.0062,425.5899,0.0132,2.7993,212.7949,2.6434,1361.5084,560.7314,0.0015,0.0706,404.93,0.0073,0.0055,
2806,1704537.252,3925154,47,28.6473,3.3291,1.1328,16.168,3.5769,-0.003,4.882,1.3397,22,-0.0002,0.0021,149.811,0.0426,8.0163,74.9055,7.5095,727.5579,61.4108,0.0019,0.1304,219.6889,0.0236,-0.006,
2807,1719314.499,3925174.252,131,36.6697,8.5807,0.4174,26.0297,5.357,-0.0039,10.2889,8.7352,25,-0.0016,0.0018,386.1302,0.0153,3.0904,193.0651,2.9135,1171.3374,439.7722,0.0016,0.087,463.0008,0.0085,-0.0079,
2808,1722855.752,3924846,90.3333,12.2293,12.9611,1.3978,36.8536,8.9606,0.0018,13.9024,9.7246,11.3333,0.0283,0.0252,583.2517,0.0221,2.0261,291.6259,1.9288,1658.411,455.8701,0.0035,0.052,625.6083,0.0123,0.0037,
2809,1735447.378,3924785.25,87.6667,27.6325,16.2623,1.3324,41.0935,10.2922,0.0005,11.6965,17.866,6.6667,0.0245,0.0236,731.8034,0.0228,1.5986,365.9017,1.5373,1849.2054,552.3691,0.0046,0.0453,526.3423,0.0127,0.0009,
2810,1690192.374,3925028.997,120.3333,30.3901,9.794,0.9514,26.5916,6.9039,-0.006,10.5761,7.7301,17.6667,0.0068,0.0105,440.73,0.0166,2.7013,220.365,2.5526,1196.621,460.5628,0.0023,0.0675,475.9226,0.0092,-0.012,
2811,1701048.75,3924806.007,18,5.6569,2.2942,0.3387,9.0109,1.7385,-0.005,2.4933,1.5888,15.6667,0,0.0041,103.2382,0.1111,11.6395,51.6191,10.8971,405.4897,16.2123,0.0026,0.2682,112.2005,0.0617,-0.01,
2812,1702329.372,3924940,25.6667,9.3927,2.4143,0.311,12.4321,2.2406,-0.003,3.3597,1.6617,17.6667,0.0044,0.0056,108.6437,0.0779,11.0598,54.3219,10.3549,559.4444,24.3272,0.0024,0.2081,151.1847,0.0433,-0.006,
2813,1708820.506,3924802.744,6,1.4142,1.9436,0.5325,5.172,1.6687,0.0001,1.5811,1.9522,8,0.0044,0.0035,87.4599,0.3333,13.7414,43.73,12.863,232.7394,4.5785,0.0046,0.2794,71.1517,0.1852,0.0001,
2814,1709746.125,3924968.99,40,6.532,4.2389,1.2262,24.2278,4.5087,-0.0024,6.9998,2.3049,15.3333,0.0025,0.0035,190.7484,0.05,6.2915,95.3742,5.8978,1090.2517,66.523,0.0026,0.1034,314.9911,0.0278,-0.0049,
2815,1729110.253,3924871.5,57.6667,14.8174,11.6189,0.196,26.8366,7.4337,-0.0057,9.5366,11.1344,9.6667,0.0034,0.0071,522.8491,0.0347,2.2679,261.4245,2.1517,1207.6449,261.3171,0.004,0.0627,429.1472,0.0193,-0.0113,
2816,1730719.623,3924882.75,108,25.6645,11.8964,2.575,32.0392,8.3326,-0.0055,10.6213,10.1356,14,0.0122,0.0186,535.3385,0.0185,2.2135,267.6692,2.1015,1441.7654,500.9272,0.0027,0.056,477.9598,0.0103,-0.0111,
2817,1735180,3924772.25,106.3333,27.3537,19.9651,4.1802,48.9181,12.8991,0.0009,15.2548,16.8435,5.3333,0.0303,0.0279,898.4301,0.0188,1.2836,449.215,1.2522,2201.3139,816.9141,0.0057,0.0362,686.468,0.0104,0.0017,
2818,1683046.247,3924785.5,157,57.2247,10.2181,0.4567,30.3059,7.1333,0.0061,9.0791,11.7908,26,0.0185,0.0113,459.8153,0.0127,2.5869,229.9076,2.4466,1363.7658,626.6512,0.0016,0.0654,408.559,0.0071,0.0122,
2819,1687670.123,3924779.496,100.3333,17.1529,12.6776,1.9441,30.7288,8.0253,0.036,7.9061,13.2839,10.6667,0.0531,0.0166,570.4936,0.0199,2.0729,285.2468,1.972,1382.7974,495.4431,0.0035,0.0581,355.7733,0.0111,0.072,
2820,1709469.753,3924981.5,43.6667,17.1723,4.1524,1.7317,32.8033,5.3542,-0.0005,4.34,3.6386,20,0.0003,0.001,186.859,0.0458,6.4229,93.4295,6.0206,1476.1497,71.1428,0.0021,0.0871,195.299,0.0254,-0.0011,
2821,1720837.627,3924850.991,91.6667,7.7603,7.8195,0.5774,22.1947,4.9495,-0.0075,9.1719,6.6921,14.3333,0.0061,0.0107,351.8761,0.0218,3.3955,175.938,3.1971,998.7602,280.6077,0.0023,0.0942,412.7334,0.0121,-0.0151,
2822,1724623.875,3924729.504,75.6667,21.746,7.2627,1.1219,15.4506,3.9988,0.0008,6.4691,7.9433,13,0.0132,0.0091,326.8222,0.0264,3.659,163.4111,3.4422,695.2757,215.2286,0.0029,0.1166,291.1107,0.0147,0.0015,
2823,1701391.75,3924701.75,8,2.8284,1.9424,0.3816,6.354,2.078,0.0038,2.2956,1.2377,5.3333,0.0113,0.007,87.4062,0.25,13.7499,43.7031,12.8709,285.9309,6.1009,0.0062,0.2244,103.3002,0.1389,0.0076,
2824,1718836.249,3924728.5,134.3333,31.721,11.5439,0.594,28.1841,6.8706,0.0106,10.5655,11.7978,16.3333,0.0209,0.0109,519.477,0.0149,2.283,259.7385,2.1656,1268.2852,604.8605,0.0024,0.0679,475.4469,0.0083,0.0212,
2825,1736831.917,3924795.798,79.3333,11.8415,13.3442,1.6887,40.3065,10.0983,-0.0614,16.5604,10.5919,7,-0.0301,0.0242,600.489,0.0252,1.9658,300.2445,1.8735,1813.792,411.9787,0.0048,0.0462,745.2162,0.014,-0.1228,
